id	sample_description	title	study_ref	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	filetype	library_nominal_length	library_nominal_sdev
607	366344_0449-LP1-16S-0704	Must-23-SEP-2020-gt117-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
608	366344_0448-LP1-16S-0705	Must-17-SEP-2020-gt12-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
609	366344_0447-LP1-16S-0706	Must-23-SEP-2020-gt22-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
610	366344_0446-LP1-16S-0707	Must-23-SEP-2020-gt82-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
611	366344_0445-LP1-16S-0708	Must-23-AUG-2020-gt56-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
612	366344_0444-LP1-16S-0709	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
613	366344_0443-LP1-16S-0710	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
614	366344_0442-LP1-16S-0711	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
615	366344_0441-LP1-16S-0712	Must-22-SEP-2020-gt72-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
616	366344_0440-LP1-16S-0713	Must-23-SEP-2020-gt60-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
617	366344_0439-LP1-16S-0714	Must-17-SEP-2020-gt132-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
618	366344_0438-LP1-16S-0715	Must-17-SEP-2020-gt134-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
619	366344_0437-LP1-16S-0716	Must-17-SEP-2020-gt134-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
620	366344_0436-LP1-16S-0717	Must-22-SEP-2020-gt150-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
621	366344_0435-LP1-16S-0718	Must-17-SEP-2020-gt145-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
622	366344_0434-LP1-16S-0719	Must-10-SEP-2020-gt111-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
623	366344_0433-LP1-16S-0720	Must-15-SEP-2020-gt101-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
624	366344_0432-LP1-16S-0721	Must-23-SEP-2020-gt99-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
625	366344_0431-LP1-16S-0722	Must-17-SEP-2020-gt159-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
626	366344_0430-LP1-16S-0723	Must-15-SEP-2020-gt95-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
627	366344_0429-LP1-16S-0724	Must-10-SEP-2020-gt123-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
628	366344_0428-LP1-16S-0725	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
629	366344_0427-LP1-16S-0726	Must-17-SEP-2020-gt132-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
630	366344_0426-LP1-16S-0727	Must-23-SEP-2020-gt137-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
631	366344_0425-LP1-16S-0728	Must-23-SEP-2020-gt131-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
632	366344_0424-LP1-16S-0729	Must-17-SEP-2020-gt153-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
633	366344_0423-LP1-16S-0730	Must-15-SEP-2020-gt154-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
634	366344_0422-LP1-16S-0731	Must-15-SEP-2020-gt151-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
635	366344_0421-LP1-16S-0732	Must-15-SEP-2020-gt95-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
636	366344_0420-LP1-16S-0733	Must-17-SEP-2020-gt132-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
637	366344_0419-LP1-16S-0734	Must-22-SEP-2020-gt144-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
638	366344_0418-LP1-16S-0735	Must-23-SEP-2020-gt117-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
639	366344_0417-LP1-16S-0736	Must-17-SEP-2020-gt145-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
640	366344_0416-LP1-16S-0737	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
641	366344_0415-LP1-16S-0738	Must-15-SEP-2020-gt101-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
642	366344_0414-LP1-16S-0739	Must-22-SEP-2020-gt140-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
643	366344_0413-LP1-16S-0740	Must-15-SEP-2020-gt151-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
644	366344_0412-LP1-16S-0741	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
645	366344_0411-LP1-16S-0742	Must-17-SEP-2020-gt118-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
646	366344_0410-LP1-16S-0743	Must-17-SEP-2020-gt145-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
647	366344_0409-LP1-16S-0744	Must-10-SEP-2020-gt111-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
648	366344_0408-LP1-16S-0745	Must-15-SEP-2020-gt101-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
649	366344_0407-LP1-16S-0746	Must-17-SEP-2020-gt153-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
650	366344_0406-LP1-16S-0747	Must-10-SEP-2020-gt155-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
651	366344_0405-LP1-16S-0748	Must-15-SEP-2020-gt147-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
652	366344_0404-LP1-16S-0749	Must-15-SEP-2020-gt95-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
653	366344_0403-LP1-16S-0750	Must-17-SEP-2020-gt153-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
654	366344_0402-LP1-16S-0751	Must-15-SEP-2020-gt151-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
655	366344_0401-LP1-16S-0752	Must-15-SEP-2020-gt154-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
656	366344_0400-LP1-16S-0753	DNA7-neg-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
657	366344_0399-LP1-16S-0754	Must-26-AUG-2020-gt7-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
658	366344_0398-LP1-16S-0755	Must-15-SEP-2020-gt1-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
659	366344_0397-LP1-16S-0756	Must-10-SEP-2020-gt55-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
660	366344_0396-LP1-16S-0757	Must-22-SEP-2020-gt20-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
661	366344_0395-LP1-16S-0758	Must-15-SEP-2020-gt1-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
662	366344_0394-LP1-16S-0759	Must-17-SEP-2020-gt3-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
663	366344_0393-LP1-16S-0760	Must-26-AUG-2020-gt23-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
664	366344_0392-LP1-16S-0761	Must-17-SEP-2020-gt3-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
665	366344_0391-LP1-16S-0762	Must-17-SEP-2020-gt14-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
666	366344_0390-LP1-16S-0763	Must-10-SEP-2020-gt11-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
667	366344_0389-LP1-16S-0764	Must-17-SEP-2020-gt26-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
668	366344_0388-LP1-16S-0765	Must-26-AUG-2020-gtCS-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
669	366344_0387-LP1-16S-0766	Must-17-SEP-2020-gt37-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
670	366344_0386-LP1-16S-0767	Must-17-SEP-2020-gt3-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
671	366344_0385-LP1-16S-0768	Must-17-SEP-2020-gt88-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
672	366344_0384-LP1-16S-0769	Must-27-AUG-2022-gt23-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
673	366344_0383-LP1-16S-0770	Must-20-AUG-2022-gt5-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
674	366344_0382-LP1-16S-0771	Must-27-AUG-2022-gt68-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
675	366344_0381-LP1-16S-0772	Must-20-AUG-2022-gt87-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
676	366344_0380-LP1-16S-0773	DNA18-neg-3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
677	366344_0379-LP1-16S-0774	Must-27-AUG-2022-gt122-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
678	366344_0378-LP1-16S-0775	Must-27-AUG-2022-gt147-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
679	366344_0377-LP1-16S-0776	Must-20-AUG-2022-gt40-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
680	366344_0376-LP1-16S-0777	DNA18-pos-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
681	366344_0375-LP1-16S-0778	Must-20-AUG-2022-gt48-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
682	366344_0374-LP1-16S-0779	Must-20-AUG-2022-gt48-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
683	366344_0373-LP1-16S-0780	Must-27-AUG-2022-gt110-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
684	366344_0372-LP1-16S-0781	Must-27-AUG-2022-gt147-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
685	366344_0371-LP1-16S-0782	Must-20-AUG-2022-gt64-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
686	366344_0370-LP1-16S-0783	Must-20-AUG-2022-gt5-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
687	366344_0369-LP1-16S-0784	Must-20-AUG-2022-gt120-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
688	366344_0368-LP1-16S-0785	Must-20-AUG-2022-gt115-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
689	366344_0367-LP1-16S-0786	Must-27-AUG-2022-gt81-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
690	366344_0366-LP1-16S-0787	Must-20-AUG-2022-gt40-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
691	366344_0365-LP1-16S-0788	Must-27-AUG-2022-gt127-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
692	366344_0364-LP1-16S-0789	Must-27-AUG-2022-gt29-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
693	366344_0363-LP1-16S-0790	Must-27-AUG-2022-gt94-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
694	366344_0362-LP1-16S-0791	Must-27-AUG-2022-gt78-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
695	366344_0361-LP1-16S-0792	Must-27-AUG-2022-gt23-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
696	366344_0360-LP1-16S-0793	Must-20-AUG-2022-gt115-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
697	366344_0359-LP1-16S-0794	Must-27-AUG-2022-gt73-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
698	366344_0358-LP1-16S-0795	Must-27-AUG-2022-gt10-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
699	366344_0357-LP1-16S-0796	DNA18-neg-2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
700	366344_0356-LP1-16S-0797	Must-27-AUG-2022-gt26-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
701	366344_0355-LP1-16S-0798	Must-27-AUG-2022-gt41-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
702	366344_0354-LP1-16S-0799	Must-27-AUG-2022-gt68-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
703	366344_0353-LP1-16S-0800	Must-27-AUG-2022-gt127-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
704	366344_0352-LP1-16S-0801	Must-20-AUG-2022-gt113-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
705	366344_0351-LP1-16S-0802	Must-03-SEP-2022-gt130-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
706	366344_0350-LP1-16S-0803	Must-27-AUG-2022-gt78-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
707	366344_0349-LP1-16S-0804	Must-02-SEP-2022-gt28-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
708	366344_0348-LP1-16S-0805	Must-27-AUG-2022-gt94-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
709	366344_0347-LP1-16S-0806	Must-20-AUG-2022-gt114-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
710	366344_0346-LP1-16S-0807	Must-27-AUG-2022-gt10-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
711	366344_0345-LP1-16S-0808	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
712	366344_0344-LP1-16S-0809	Must-20-AUG-2022-gt104-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
713	366344_0343-LP1-16S-0810	Must-27-AUG-2022-gt35-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
714	366344_0342-LP1-16S-0811	DNA18-pos-2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
715	366344_0341-LP1-16S-0812	Must-20-AUG-2022-gt5-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
716	366344_0340-LP1-16S-0813	Must-03-SEP-2022-gt106-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
717	366344_0339-LP1-16S-0814	Must-27-AUG-2022-gt91-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
718	366344_0338-LP1-16S-0815	Must-20-AUG-2022-gt104-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
719	366344_0337-LP1-16S-0816	Must-20-AUG-2022-gt53-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
720	366344_0336-LP1-16S-0817	Must-20-AUG-2022-gt92-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
721	366344_0335-LP1-16S-0818	Must-27-AUG-2022-gt108-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
722	366344_0334-LP1-16S-0819	Must-27-AUG-2022-gt47-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
723	366344_0333-LP1-16S-0820	Must-20-AUG-2022-gt97-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
724	366344_0332-LP1-16S-0821	Must-27-AUG-2022-gt81-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
725	366344_0331-LP1-16S-0822	Must-20-AUG-2022-gt48-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
726	366344_0330-LP1-16S-0823	Must-27-AUG-2022-gt68-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
727	366344_0329-LP1-16S-0824	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
728	366344_0328-LP1-16S-0825	Must-20-AUG-2022-gt53-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
729	366344_0327-LP1-16S-0826	Must-27-AUG-2022-gt73w-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
